ProductID,Name,Platform,PlatformID,Year,Genre,GenreID,Publisher,PublisherID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10766,Ford Racing 3,DS,10765,2005,Racing,10765,Zoo Digital Publishing,10765,0.09,0,0,0.01,0.1
10767,Ice Age 2: The Meltdown,XB,10766,2006,Platform,10766,Vivendi Games,10766,0.07,0.02,0,0,0.1
10768,Guilty Gear Isuka,PS2,10767,2004,Fighting,10767,505 Games,10767,0.05,0.04,0,0.01,0.1
10769,MySims SkyHeroes,X360,10768,2010,Action,10768,Electronic Arts,10768,0.09,0,0,0.01,0.1
10770,NASCAR Unleashed,PS3,10769,2011,Racing,10769,Activision,10769,0.09,0,0,0.01,0.1
10771,Shadow Master,PS,10770,1997,Adventure,10770,Psygnosis,10770,0.05,0.04,0,0.01,0.1
10772,Global Touring Challenge: Africa,PS2,10771,2001,Racing,10771,Rage Software,10771,0.05,0.04,0,0.01,0.1
10773,Jikkyou Powerful Pro Yakyuu 2013,PSV,10772,2013,Sports,10772,Konami Digital Entertainment,10772,0,0,0.1,0,0.1
10774,Dead or Alive 5,PSV,10773,2013,Fighting,10773,Tecmo Koei,10773,0,0.05,0.03,0.02,0.1
10775,Tokimeki Memorial: Taisen Pazurudama,PS,10774,1996,Puzzle,10774,Konami Digital Entertainment,10774,0,0,0.09,0.01,0.1
10776,InuYasha: Secret of the Divine Jewel,DS,10775,2007,Role-Playing,10775,Namco Bandai Games,10775,0.09,0,0,0.01,0.1
10777,MotoGP 2,XB,10776,2003,Racing,10776,THQ,10776,0.07,0.02,0,0,0.1
10778,Pro Yakyuu Famista DS,DS,10777,2007,Sports,10777,Namco Bandai Games,10777,0,0,0.1,0,0.1
10779,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,10778,2002,Fighting,10778,Banpresto,10778,0.05,0.02,0.03,0,0.1
10780,BIT.TRIP COMPLETE,Wii,10779,2011,Misc,10779,Rising Star Games,10779,0.06,0.02,0,0.01,0.1
10781,EyeCreate,PS3,10780,2007,Misc,10780,Sony Computer Entertainment,10780,0,0.08,0,0.02,0.1
10782,Skylanders: Spyro's Adventure,PC,10781,2011,Action,10781,Activision,10781,0.05,0.03,0,0.01,0.1
10783,Paws & Claws: Pet Vet,Wii,10782,2009,Simulation,10782,THQ,10782,0.09,0,0,0.01,0.1
10784,Touch Mechanic,DS,10783,2008,Simulation,10783,Nintendo,10783,0.09,0,0,0.01,0.1
10785,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,10784,2012,Adventure,10784,Gust,10784,0,0,0.1,0,0.1
10786,Ar tonelico: Melody of Elemia,PS2,10785,2006,Role-Playing,10785,505 Games,10785,0,0,0.1,0,0.1
10787,Man vs. Wild,X360,10786,2011,Action,10786,Crave Entertainment,10786,0.09,0,0,0.01,0.1
10788,Sol Trigger,PSP,10787,2012,Role-Playing,10787,Image Epoch,10787,0,0,0.1,0,0.1
10789,Pony Friends 2,Wii,10788,2009,Simulation,10788,Eidos Interactive,10788,0.04,0.05,0,0.01,0.1
10790,Castlevania Double Pack,GBA,10789,2006,Platform,10789,Konami Digital Entertainment,10789,0.07,0.03,0,0,0.1
10791,Ballistic: Ecks vs. Sever,GBA,10790,2002,Shooter,10790,BAM! Entertainment,10790,0.07,0.03,0,0,0.1
10792,Jikkyou Powerful Pro Yakyuu 11,GC,10791,2004,Sports,10791,Konami Digital Entertainment,10791,0,0,0.09,0,0.1
10793,Steel Battalion,XB,10792,2002,Simulation,10792,Microsoft Game Studios,10792,0.05,0.02,0.02,0,0.1
10794,The Daring Game for Girls,Wii,10793,N/A,Adventure,10793,Unknown,10793,0.09,0,0,0.01,0.1
10795,Glory Days 2,DS,10794,2007,Strategy,10794,Ghostlight,10794,0.08,0,0,0.01,0.1
10796,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,10795,2009,Action,10795,Blast! Entertainment Ltd,10795,0.09,0,0,0.01,0.1
10797,Street Fighter Collection,PS,10796,1997,Fighting,10796,Capcom,10796,0,0,0.09,0.01,0.1
10798,thinkSMART,DS,10797,2010,Misc,10797,Conspiracy Entertainment,10797,0.09,0,0,0.01,0.1
10799,Digimon Story: Super Xros Wars Blue/Red,DS,10798,2011,Role-Playing,10798,Namco Bandai Games,10798,0,0,0.1,0,0.1
10800,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,10799,2010,Sports,10799,Konami Digital Entertainment,10799,0,0,0.1,0,0.1
10801,Mind Quiz,PSP,10800,2006,Action,10800,Ubisoft,10800,0.08,0.01,0,0.01,0.1
10802,Populous DS,DS,10801,2008,Strategy,10801,Rising Star Games,10801,0.07,0,0.02,0.01,0.1
10803,Who Wants to Be A Millionaire?,X360,10802,2011,Misc,10802,Ubisoft,10802,0.09,0,0,0.01,0.1
10804,Bladestorm: The Hundred Years' War,X360,10803,2007,Action,10803,Tecmo Koei,10803,0.08,0.01,0,0.01,0.1
10805,Cartoon Network: Punch Time Explosion,3DS,10804,2011,Fighting,10804,Deep Silver,10804,0.07,0.02,0,0.01,0.1
10806,Imagine: Reporter,DS,10805,2010,Simulation,10805,Ubisoft,10805,0.08,0.01,0,0.01,0.1
10807,Disney Planes Fire & Rescue,3DS,10806,2014,Action,10806,Disney Interactive Studios,10806,0.01,0.08,0,0.01,0.1
10808,MX SuperFly featuring Ricky Carmichael,XB,10807,2002,Racing,10807,THQ,10807,0.07,0.02,0,0,0.1
10809,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,10808,2009,Simulation,10808,Konami Digital Entertainment,10808,0,0,0.1,0,0.1
10810,Natural Doctrine,PS4,10809,2014,Role-Playing,10809,Nippon Ichi Software,10809,0.05,0.02,0.02,0.01,0.1
10811,SNK vs. Capcom Card Fighters DS,DS,10810,2006,Strategy,10810,Ignition Entertainment,10810,0.09,0,0,0.01,0.1
10812,Mystery Stories: Curse of the Ancient Spirits,DS,10811,2011,Adventure,10811,GSP,10811,0.05,0.04,0,0.01,0.1
10813,Kuroko's Basketball: Miracle Game,3DS,10812,2014,Sports,10812,Namco Bandai Games,10812,0,0,0.1,0,0.1
10814,Minority Report: Everybody Runs,XB,10813,2002,Action,10813,Activision,10813,0.07,0.02,0,0,0.1
10815,MindJack,X360,10814,2011,Shooter,10814,Square Enix,10814,0.07,0.02,0,0.01,0.1
10816,ReCore,XOne,10815,2016,Action,10815,Microsoft Game Studios,10815,0.06,0.03,0,0.01,0.1
10817,NASCAR,PSP,10816,2006,Racing,10816,Electronic Arts,10816,0.09,0,0,0.01,0.1
10818,Halo 2,PC,10817,2007,Shooter,10817,Microsoft Game Studios,10817,0.01,0.06,0,0.02,0.1
10819,Shox,PS2,10818,2002,Racing,10818,Electronic Arts,10818,0.05,0.04,0,0.01,0.09
10820,Unou no Tatsujin: Soukai! Machigai Museum 2,DS,10819,2007,Misc,10819,Namco Bandai Games,10819,0,0,0.09,0,0.09
10821,Playboy: The Mansion,XB,10820,2005,Simulation,10820,Ubisoft,10820,0.07,0.02,0,0,0.09
10822,The X-Factor,X360,10821,2010,Misc,10821,Deep Silver,10821,0,0.08,0,0.01,0.09
10823,Gundam Breaker,PSV,10822,2013,Action,10822,Namco Bandai Games,10822,0,0,0.09,0,0.09
10824,Neo Atlas,PS,10823,1998,Strategy,10823,ArtDink,10823,0,0,0.09,0.01,0.09
10825,Jaws: Ultimate Predator,Wii,10824,2011,Action,10824,Majesco Entertainment,10824,0.09,0,0,0.01,0.09
10826,Disney's Aladdin in Nasira's Revenge,PS,10825,2000,Action,10825,Sony Computer Entertainment,10825,0.05,0.04,0,0.01,0.09
10827,Kiniro no Corda 3,PSP,10826,2010,Adventure,10826,Tecmo Koei,10826,0,0,0.09,0,0.09
10828,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,10827,2005,Adventure,10827,Activision,10827,0.07,0.02,0,0,0.09
10829,Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,10828,2016,Action,10828,Namco Bandai Games,10828,0,0,0.09,0,0.09
10830,Winning Post 6,PS2,10829,2003,Sports,10829,Tecmo Koei,10829,0,0,0.09,0,0.09
10831,Egg Monster Hero,DS,10830,N/A,Role-Playing,10830,Square Enix,10830,0,0,0.09,0,0.09
10832,Rock Band Country Track Pack 2,Wii,10831,2011,Misc,10831,MTV Games,10831,0.09,0,0,0.01,0.09
10833,Darkest of Days,X360,10832,2009,Shooter,10832,Phantom EFX,10832,0.09,0,0,0.01,0.09
10834,Whacked!,XB,10833,2002,Misc,10833,Microsoft Game Studios,10833,0.07,0.02,0,0,0.09
10835,Ghostbusters: The Video Game (DS Version),PC,10834,2010,Action,10834,Take-Two Interactive,10834,0,0.08,0,0.02,0.09
10836,Barnyard,PS2,10835,2006,Action,10835,THQ,10835,0.05,0.04,0,0.01,0.09
10837,Big League Sports: Summer,Wii,10836,2009,Sports,10836,Activision,10836,0.09,0,0,0.01,0.09
10838,Angry Birds: Rio,PC,10837,2011,Puzzle,10837,Focus Home Interactive,10837,0,0.07,0,0.02,0.09
10839,Dance on Broadway,PS3,10838,2011,Misc,10838,Ubisoft,10838,0.05,0.03,0,0.01,0.09
10840,Risen 3: Titan Lords,PC,10839,2014,Role-Playing,10839,Deep Silver,10839,0,0.08,0,0.01,0.09
10841,Dungeons,PC,10840,2011,Strategy,10840,Kalypso Media,10840,0.07,0.02,0,0.01,0.09
10842,Pac-Man World 3,GC,10841,2005,Platform,10841,Namco Bandai Games,10841,0.07,0.02,0,0,0.09
10843,SingStar Apres-Ski Party 2,PS3,10842,2010,Misc,10842,Sony Computer Entertainment,10842,0,0.07,0,0.02,0.09
10844,Raven Squad: Operation Hidden Dagger,X360,10843,2009,Shooter,10843,Evolved Games,10843,0.08,0.01,0,0.01,0.09
10845,Rocky,GC,10844,2002,Fighting,10844,Rage Software,10844,0.07,0.02,0,0,0.09
10846,Gundam Breaker 3,PS4,10845,2016,Action,10845,Namco Bandai Games,10845,0,0,0.09,0,0.09
10847,Crash 'N' Burn,XB,10846,2004,Racing,10846,Eidos Interactive,10846,0.07,0.02,0,0,0.09
10848,Medieval II: Total War,PC,10847,2006,Strategy,10847,Sega,10847,0,0.08,0,0.02,0.09
10849,NFL Blitz 20-02,XB,10848,2002,Sports,10848,Midway Games,10848,0.07,0.02,0,0,0.09
10850,Metal Fight Beyblade,DS,10849,2009,Action,10849,Hudson Soft,10849,0,0,0.09,0,0.09
10851,Robots,XB,10850,2005,Action,10850,Vivendi Games,10850,0.07,0.02,0,0,0.09
10852,Speed Kings,PS2,10851,2003,Racing,10851,Acclaim Entertainment,10851,0.05,0.04,0,0.01,0.09
10853,Monopoly Collection,Wii,10852,2011,Misc,10852,Electronic Arts,10852,0.02,0.07,0,0.01,0.09
10854,The King of Fighters XIV,PS4,10853,2016,Fighting,10853,Deep Silver,10853,0.04,0.01,0.03,0.01,0.09
10855,Langrisser V: The End of Legend,SAT,10854,1998,Strategy,10854,NCS,10854,0,0,0.09,0,0.09
10856,FIFA Street 3,DS,10855,2008,Sports,10855,Electronic Arts,10855,0.07,0.02,0,0.01,0.09
10857,PhotoKano,PSP,10856,2012,Adventure,10856,Kadokawa Shoten,10856,0,0,0.09,0,0.09
10858,Ouchi Mainichi Tamagotchi,3DS,10857,2012,Action,10857,Namco Bandai Games,10857,0,0,0.09,0,0.09
10859,Fresh PreCure! Asobi Collection,DS,10858,2009,Action,10858,Namco Bandai Games,10858,0,0,0.09,0,0.09
10860,Populous: The Beginning,PS,10859,1998,Strategy,10859,Electronic Arts,10859,0.05,0.04,0,0.01,0.09
10861,Rygar: The Battle of Argus,Wii,10860,2008,Action,10860,Rising Star Games,10860,0.09,0,0,0.01,0.09
10862,Chess,PS,10861,2001,Strategy,10861,Success,10861,0.05,0.04,0,0.01,0.09
10863,Rosco McQueen: Firefighter Extreme,PS,10862,1997,Action,10862,Sony Computer Entertainment,10862,0.05,0.04,0,0.01,0.09
10864,Terranigma,SNES,10863,1995,Role-Playing,10863,Nintendo,10863,0,0,0.09,0,0.09
10865,PAC-MAN and the Ghostly Adventures,3DS,10864,2013,Platform,10864,Namco Bandai Games,10864,0.05,0.04,0,0.01,0.09
10866,The Voice,WiiU,10865,2014,Action,10865,Activision,10865,0.08,0,0,0.01,0.09
10867,Forever Kingdom,PS2,10866,2001,Role-Playing,10866,From Software,10866,0.02,0.02,0.04,0.01,0.09
10868,Blitz: Overtime,PSP,10867,2006,Sports,10867,Midway Games,10867,0.09,0,0,0.01,0.09
10869,Cabela's North American Adventures,PSP,10868,2010,Sports,10868,Activision,10868,0.08,0,0,0.01,0.09
10870,Altered Beast: Guardian of the Realms,GBA,10869,2002,Action,10869,THQ,10869,0.07,0.02,0,0,0.09
10871,Field & Stream: Total Outdoorsman Challenge,X360,10870,2010,Sports,10870,505 Games,10870,0.09,0,0,0.01,0.09
10872,Wordmaster,DS,10871,2008,Strategy,10871,Zoo Digital Publishing,10871,0.09,0,0,0.01,0.09
10873,Shining Tears,PS2,10872,2004,Role-Playing,10872,Sega,10872,0.05,0.04,0,0.01,0.09
10874,MotoGP,XB,10873,2002,Racing,10873,THQ,10873,0.07,0.02,0,0,0.09
10875,Scaler,PS2,10874,2004,Platform,10874,Take-Two Interactive,10874,0.05,0.04,0,0.01,0.09
10876,Gradius V,PS2,10875,2004,Shooter,10875,Konami Digital Entertainment,10875,0.05,0.04,0,0.01,0.09
10877,X-COM: UFO Defense,PS,10876,1995,Strategy,10876,Microprose,10876,0.05,0.04,0,0.01,0.09
10878,Raiden Fighters Aces,X360,10877,2008,Shooter,10877,Valcon Games,10877,0.06,0.03,0,0.01,0.09
10879,Scooby-Doo! Who's Watching Who?,DS,10878,2006,Adventure,10878,THQ,10878,0.08,0.01,0,0.01,0.09
10880,World Cup '98 France: Road to Win,SAT,10879,1998,Sports,10879,Sega,10879,0,0,0.09,0,0.09
10881,MLB SlugFest 20-04,XB,10880,2003,Sports,10880,Midway Games,10880,0.07,0.02,0,0,0.09
10882,Barbie and the Magic of Pegasus,GBA,10881,2005,Action,10881,Vivendi Games,10881,0.07,0.02,0,0,0.09
10883,SD Gundam G Generation DS,DS,10882,2005,Role-Playing,10882,Namco Bandai Games,10882,0,0,0.09,0,0.09
10884,Adventure Time: Finn & Jake Investigations,X360,10883,2015,Action,10883,Little Orbit,10883,0.02,0.06,0,0.01,0.09
10885,Bleach: Heat the Soul,PSP,10884,2005,Fighting,10884,Sony Computer Entertainment,10884,0,0,0.09,0,0.09
10886,Fishing Master World Tour,Wii,10885,2009,Sports,10885,Hudson Entertainment,10885,0.09,0,0,0.01,0.09
10887,Psychonauts,PS2,10886,2005,Platform,10886,Majesco Entertainment,10886,0.05,0.04,0,0.01,0.09
10888,Harvey Birdman: Attorney at Law,PSP,10887,2008,Adventure,10887,Capcom,10887,0.08,0,0,0.01,0.09
10889,World Stadium 5,PS,10888,2001,Sports,10888,Namco Bandai Games,10888,0,0,0.09,0.01,0.09
10890,The Legend of Heroes: A Tear of Vermillion,PSP,10889,2005,Role-Playing,10889,Namco Bandai Games,10889,0.08,0,0,0.01,0.09
10891,Digimon World: Next Order,PSV,10890,2016,Action,10890,Namco Bandai Games,10890,0,0,0.09,0,0.09
10892,The Amazing Spider-Man (Console Version),WiiU,10891,2013,Action,10891,Activision,10891,0.05,0.03,0,0.01,0.09
10893,The Crew: Wild Run,PS4,10892,2015,Action,10892,Ubisoft,10892,0,0.08,0,0.01,0.09
10894,ESPN NBA 2Night,PS2,10893,2000,Sports,10893,Konami Digital Entertainment,10893,0.05,0.04,0,0.01,0.09
10895,Uta no Prince-Sama: Debut,PSP,10894,2012,Adventure,10894,Broccoli,10894,0,0,0.09,0,0.09
10896,Galactic Taz Ball,DS,10895,2010,Platform,10895,Warner Bros. Interactive Entertainment,10895,0.09,0,0,0.01,0.09
10897,Freekstyle,GC,10896,2002,Racing,10896,Electronic Arts,10896,0.07,0.02,0,0,0.09
10898,Ford Mustang: The Legend Lives,XB,10897,2005,Racing,10897,Take-Two Interactive,10897,0.07,0.02,0,0,0.09
10899,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,10898,1995,Misc,10898,Sega,10898,0,0,0.09,0,0.09
10900,Digimon Rumble Arena 2,PS2,10899,2004,Fighting,10899,Atari,10899,0.05,0.04,0,0.01,0.09
10901,Scooby-Doo! Unmasked,DS,10900,2005,Platform,10900,THQ,10900,0.07,0.02,0,0.01,0.09
10902,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,10901,2009,Misc,10901,Take-Two Interactive,10901,0.05,0.04,0,0.01,0.09
10903,Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,10902,2014,Role-Playing,10902,Atlus,10902,0.07,0.02,0,0.01,0.09
10904,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,10903,2010,Platform,10903,Nippon Ichi Software,10903,0.05,0,0.03,0.01,0.09
10905,Alien Monster Bowling League,Wii,10904,2009,Sports,10904,Destineer,10904,0.09,0,0,0.01,0.09
10906,Devil May Cry 4,PS4,10905,2015,Action,10905,Capcom,10905,0.01,0,0.08,0,0.09
10907,Shockwave Assault,PS,10906,1995,Simulation,10906,Electronic Arts,10906,0.05,0.04,0,0.01,0.09
10908,echochrome,PSP,10907,2008,Puzzle,10907,Sony Computer Entertainment,10907,0,0.01,0.08,0,0.09
10909,Ribbit King,PS2,10908,2003,Sports,10908,Atari,10908,0.05,0.04,0,0.01,0.09
10910,Generator Rex: Agent of Providence,Wii,10909,2011,Action,10909,Activision,10909,0.07,0.01,0,0.01,0.09
10911,Championship Foosball,Wii,10910,2008,Sports,10910,505 Games,10910,0.09,0,0,0.01,0.09
10912,World Championship Poker 2: Featuring Howard Lederer,XB,10911,2005,Misc,10911,Crave Entertainment,10911,0.07,0.02,0,0,0.09
10913,Alien Hominid,GC,10912,2004,Shooter,10912,O3 Entertainment,10912,0.07,0.02,0,0,0.09
10914,Lego Star Wars: The Force Awakens,PSV,10913,2016,Action,10913,Warner Bros. Interactive Entertainment,10913,0.02,0.05,0,0.02,0.09
10915,Pro Yakyuu Greatest Nine 98,SAT,10914,1998,Sports,10914,Sega,10914,0,0,0.09,0,0.09
10916,Snood 2: On Vacation,DS,10915,2005,Puzzle,10915,Zoo Digital Publishing,10915,0.09,0,0,0.01,0.09
10917,Ninja Gaiden Black,XB,10916,2005,Action,10916,Microsoft Game Studios,10916,0.07,0.02,0,0,0.09
10918,Playmobil Pirates,DS,10917,2009,Action,10917,Mindscape,10917,0.08,0,0,0.01,0.09
10919,Girls und Panzer: I Will Master Tankery,PSV,10918,2014,Action,10918,Namco Bandai Games,10918,0,0,0.09,0,0.09
10920,Bogey: Dead 6,PS,10919,1996,Simulation,10919,Sony Computer Entertainment,10919,0.05,0.04,0,0.01,0.09
10921,Hakuouki: Zuisouroku Portable,PSP,10920,2010,Adventure,10920,Idea Factory,10920,0,0,0.09,0,0.09
10922,Puyo Pop Fever (JP sales),DS,10921,2004,Puzzle,10921,Ignition Entertainment,10921,0,0,0.09,0,0.09
10923,Dragon Ball Kai: Ultimate Butouden,DS,10922,2011,Fighting,10922,Namco Bandai Games,10922,0,0,0.09,0,0.09
10924,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,10923,2007,Strategy,10923,Konami Digital Entertainment,10923,0.05,0.04,0,0.01,0.09
10925,Brain Age: Concentration Training,3DS,10924,2012,Puzzle,10924,Nintendo,10924,0.09,0,0,0.01,0.09
10926,Henry Hatsworth in the Puzzling Adventure,DS,10925,2009,Puzzle,10925,Electronic Arts,10925,0.08,0.01,0,0.01,0.09
10927,Shin Megami Tensei,PS,10926,2001,Role-Playing,10926,Atlus,10926,0,0,0.09,0.01,0.09
10928,Trivial Pursuit unhinged,XB,10927,2004,Misc,10927,Atari,10927,0.07,0.02,0,0,0.09
10929,U-Sing  2,Wii,10928,2010,Misc,10928,Mindscape,10928,0,0.08,0,0.01,0.09
10930,Backyard Sports: Sandlot Sluggers,X360,10929,2010,Sports,10929,Atari,10929,0.09,0,0,0.01,0.09
10931,The Revenge of Shinobi,GBA,10930,2002,Platform,10930,Atari,10930,0.07,0.02,0,0,0.09
10932,Bloody Roar 4,PS2,10931,2003,Fighting,10931,Konami Digital Entertainment,10931,0.05,0.04,0,0.01,0.09
10933,Playmobil Circus,Wii,10932,2009,Action,10932,Mindscape,10932,0.06,0.02,0,0.01,0.09
10934,Let's Ride! Silver Buckle Stables,PS2,10933,2006,Sports,10933,THQ,10933,0.05,0.04,0,0.01,0.09
10935,Star Wars: Empire at War - Gold Pack,PC,10934,2007,Strategy,10934,LucasArts,10934,0.01,0.06,0,0.01,0.09
10936,Hakuoki: Demon of the Fleeting Blossom,PSP,10935,2009,Adventure,10935,Idea Factory,10935,0.08,0,0,0.01,0.09
10937,Cabela's Big Game Hunter,GBA,10936,2002,Sports,10936,Activision Value,10936,0.07,0.02,0,0,0.09
10938,Import Tuner Challenge (American sales),X360,10937,2006,Racing,10937,Ubisoft,10937,0.07,0.01,0,0.01,0.09
10939,I-Ninja,GC,10938,2003,Platform,10938,Namco Bandai Games,10938,0.07,0.02,0,0,0.09
10940,Truth or Lies,PS3,10939,2010,Misc,10939,THQ,10939,0.06,0.02,0,0.01,0.09
10941,WSC Real 11: World Snooker Championship,PS3,10940,2011,Sports,10940,Koch Media,10940,0,0.07,0,0.02,0.09
10942,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,10941,2010,Sports,10941,Konami Digital Entertainment,10941,0,0,0.09,0,0.09
10943,Crash Boom Bang!,DS,10942,2006,Misc,10942,Vivendi Games,10942,0.07,0.01,0,0.01,0.09
10944,Dragon Tales: Dragon Seek,PS,10943,2000,Platform,10943,Ubisoft,10943,0.05,0.03,0,0.01,0.09
10945,NCAA March Madness 08,PS3,10944,2007,Sports,10944,Electronic Arts,10944,0.08,0,0,0.01,0.09
10946,Tom Clancy's EndWar,DS,10945,2008,Strategy,10945,Ubisoft,10945,0.08,0.01,0,0.01,0.09
10947,Yourself Fitness,XB,10946,2004,Sports,10946,responDESIGN,10946,0.07,0.02,0,0,0.09
10948,Tak: The Great Juju Challenge,DS,10947,2005,Platform,10947,THQ,10947,0.09,0,0,0.01,0.09
10949,NBA 2K16,PC,10948,2015,Sports,10948,Take-Two Interactive,10948,0.02,0.06,0,0.01,0.09
10950,Def Jam Fight For NY: The Takeover,PSP,10949,2006,Action,10949,Electronic Arts,10949,0.08,0,0,0.01,0.09
10951,NHL 2K8,PS3,10950,2007,Sports,10950,Take-Two Interactive,10950,0.08,0.01,0,0.01,0.09
10952,Black & White 2,PC,10951,2005,Strategy,10951,Electronic Arts,10951,0.01,0.07,0,0.01,0.09
10953,GripShift,PSP,10952,2005,Racing,10952,Ubisoft,10952,0.08,0,0,0.01,0.09
10954,Jenga World Tour,DS,10953,2007,Misc,10953,Atari,10953,0.09,0,0,0.01,0.09
10955,Riviera: The Promised Land,PSP,10954,2006,Role-Playing,10954,505 Games,10954,0.07,0,0.02,0.01,0.09
10956,The Idolmaster: Platinum Stars,PS4,10955,2016,Simulation,10955,Namco Bandai Games,10955,0,0,0.09,0,0.09
10957,Get Fit with Mel B,Wii,10956,2010,Sports,10956,Black Bean Games,10956,0.03,0.05,0,0.01,0.09
10958,Destroy All Humans! Path of the Furon,PS3,10957,2009,Action,10957,THQ,10957,0,0.08,0,0.01,0.09
10959,Resident Evil Chronicles HD,PS3,10958,2012,Shooter,10958,Capcom,10958,0,0,0.09,0,0.09
10960,Wonder World Amusement Park,DS,10959,2009,Misc,10959,Majesco Entertainment,10959,0.08,0,0,0.01,0.09
10961,Return Fire,PS,10960,1996,Strategy,10960,Time Warner Interactive,10960,0.05,0.03,0,0.01,0.09
10962,Lock's Quest,DS,10961,2008,Strategy,10961,THQ,10961,0.08,0,0,0.01,0.09
10963,Transformers: Devastation,X360,10962,2015,Action,10962,Activision,10962,0.06,0.02,0,0.01,0.09
10964,Wild ARMs: Alter Code F,PS2,10963,2003,Role-Playing,10963,Sony Computer Entertainment,10963,0.05,0.04,0,0.01,0.09
10965,Bomberman Max 2: Blue Advance,GBA,10964,2002,Puzzle,10964,Vivendi Games,10964,0.07,0.02,0,0,0.09
10966,Dora's Big Birthday Adventure,DS,10965,2010,Misc,10965,Take-Two Interactive,10965,0.08,0.01,0,0.01,0.09
10967,Atari Classics Evolved,PSP,10966,2007,Misc,10966,Atari,10966,0.08,0,0,0.01,0.09
10968,Pillow Pets,DS,10967,2011,Adventure,10967,GameMill Entertainment,10967,0.09,0,0,0.01,0.09
10969,SingStar: Made In Germany,PS3,10968,2009,Misc,10968,Sony Computer Entertainment,10968,0,0.07,0,0.02,0.09
10970,Kawasaki Quad Bikes,Wii,10969,2007,Racing,10969,Data Design Interactive,10969,0.07,0.01,0,0.01,0.09
10971,Shrek SuperSlam,XB,10970,2005,Action,10970,Activision,10970,0.07,0.02,0,0,0.09
10972,Rapid Reload,PS,10971,1995,Shooter,10971,Sony Computer Entertainment,10971,0,0,0.09,0.01,0.09
10973,New Legends,XB,10972,2002,Action,10972,THQ,10972,0.07,0.02,0,0,0.09
10974,Total Overdose: A Gunslinger's Tale in Mexico,PS2,10973,2005,Shooter,10973,Eidos Interactive,10973,0.04,0.04,0,0.01,0.09
10975,The Secret Saturdays: Beasts of the 5th Sun,PSP,10974,2009,Action,10974,D3Publisher,10974,0.08,0,0,0.01,0.09
10976,Island Xtreme Stunts,PS2,10975,2002,Action,10975,Electronic Arts,10975,0.04,0.03,0,0.01,0.09
10977,Fighting Fantasy: The Warlock of Firetop Mountain,DS,10976,2009,Role-Playing,10976,Aspyr,10976,0.09,0,0,0.01,0.09
10978,Agassi Tennis Generation,PS2,10977,2003,Sports,10977,DreamCatcher Interactive,10977,0.04,0.03,0,0.01,0.09
10979,Young Justice: Legacy,PS3,10978,2013,Action,10978,Namco Bandai Games,10978,0.06,0.02,0,0.01,0.09
10980,Metal Slug X,PS,10979,2001,Shooter,10979,Virgin Interactive,10979,0.05,0.03,0,0.01,0.09
10981,Samurai Shodown Anthology,PSP,10980,N/A,Fighting,10980,Ignition Entertainment,10980,0.08,0,0,0.01,0.09
10982,Space Invaders Extreme,PSP,10981,2008,Shooter,10981,Square Enix,10981,0.06,0.01,0.01,0.01,0.09
10983,Driver: Renegade,3DS,10982,2011,Racing,10982,Ubisoft,10982,0.05,0.04,0,0.01,0.09
10984,Running Wild,PS,10983,1997,Racing,10983,989 Studios,10983,0.05,0.03,0,0.01,0.09
10985,Romance of the Three Kingdoms X,PS2,10984,2005,Strategy,10984,Tecmo Koei,10984,0.04,0.03,0,0.01,0.09
10986,Brigandine: The Legend of Forsena,PS,10985,1998,Strategy,10985,Atlus,10985,0.05,0.03,0,0.01,0.09
10987,Pro Evolution Soccer 2012,PC,10986,2011,Action,10986,Konami Digital Entertainment,10986,0,0.07,0,0.02,0.09
10988,MX SuperFly featuring Ricky Carmichael,GC,10987,2002,Racing,10987,THQ,10987,0.07,0.02,0,0,0.09
10989,Disney's The Haunted Mansion,XB,10988,2003,Platform,10988,Take-Two Interactive,10988,0.07,0.02,0,0,0.09
10990,Sound Novel Machi,SAT,10989,1998,Adventure,10989,ChunSoft,10989,0,0,0.09,0,0.09
10991,FIFA 2001: Major League Soccer,PS2,10990,2000,Sports,10990,Electronic Arts,10990,0,0,0.09,0,0.09
10992,I Love Puppies,DS,10991,2010,Simulation,10991,Destineer,10991,0.09,0,0,0.01,0.09
10993,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,10992,2007,Sports,10992,Konami Digital Entertainment,10992,0,0,0.09,0,0.09
10994,Pokemon Rumble World,3DS,10993,2015,Action,10993,Nintendo,10993,0,0.01,0.08,0,0.09
